,raceId,year,round,circuitId,name,date,time,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,alt,fastestLapSpeed
10013,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10014,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10015,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10016,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10017,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10018,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10019,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10020,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10021,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10022,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10023,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10024,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10025,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10026,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10027,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10028,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
10029,409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13.0,
